temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
32.38,clear-night,0.8,9.89,Clear,28.75,1022.77,3.79,0.07,1397887200,186.0,0.0,27.0,0.0
32.26,clear-night,0.83,9.92,Clear,28.56,1022.64,3.83,0.0,1397890800,183.0,0.0,27.65,0.0
32.86,clear-night,0.83,9.87,Clear,27.13,1022.62,6.17,0.0,1397894400,174.0,0.0,28.3,0.0
33.6,clear-night,0.82,9.87,Clear,29.28,1022.74,4.65,0.14,1397898000,199.0,0.0,28.76,0.0
33.46,clear-night,0.82,9.59,Clear,28.96,1022.73,4.81,0.0,1397901600,233.0,0.0,28.53,0.0
37.69,clear-day,0.78,9.59,Clear,33.95,1023.46,4.77,0.0,1397905200,253.0,0.0,31.36,0.0
42.35,clear-day,0.71,9.78,Clear,38.42,1024.03,6.21,0.08,1397908800,284.0,0.0,33.64,0.0
45.59,clear-day,0.61,10.0,Clear,41.8,1024.3,7.16,0.0,1397912400,306.0,0.0,33.09,0.0
49.43,clear-day,0.51,10.0,Clear,45.25,1024.74,10.23,0.0,1397916000,306.0,0.0,31.97,0.0
51.25,clear-day,0.48,10.0,Clear,51.25,1025.09,12.15,0.08,1397919600,317.0,0.0,32.01,0.0
52.71,clear-day,0.45,10.0,Clear,52.71,1025.21,8.8,0.0,1397923200,302.0,0.0,31.97,0.0
55.48,clear-day,0.39,10.0,Clear,55.48,1025.2,11.76,0.0,1397926800,334.0,0.0,31.14,0.0
56.11,partly-cloudy-day,0.37,10.0,Partly Cloudy,56.11,1024.97,11.84,0.33,1397930400,342.0,0.0,29.99,0.0
57.25,clear-day,0.34,10.0,Clear,57.25,1024.81,12.36,0.0,1397934000,341.0,0.0,29.41,0.0
57.25,clear-day,0.33,10.0,Clear,57.25,1025.45,14.45,0.0,1397937600,341.0,0.0,28.11,0.0
57.22,clear-day,0.31,10.0,Clear,57.22,1025.43,12.57,0.02,1397941200,347.0,0.0,27.13,0.0
54.72,clear-day,0.31,10.0,Clear,54.72,1026.12,12.18,0.0,1397944800,344.0,0.0,24.9,0.0
52.49,clear-day,0.32,10.0,Clear,52.49,1026.59,7.45,0.0,1397948400,311.0,0.0,23.66,0.0
48.49,clear-night,0.37,10.0,Clear,46.28,1027.57,5.28,0.04,1397952000,308.0,0.0,23.66,0.0
43.74,clear-night,0.51,10.0,Clear,43.74,1028.2,1.77,0.0,1397955600,314.0,0.0,26.75,0.0
40.59,clear-night,0.56,10.0,Clear,36.54,1029.2,5.88,0.0,1397959200,11.0,0.0,26.15,0.0
38.49,clear-night,0.61,9.94,Clear,35.79,1029.74,3.78,0.03,1397962800,316.0,0.0,26.41,0.0
36.34,clear-night,0.67,10.0,Clear,32.94,1030.01,4.15,0.0,1397966400,27.0,0.0,26.28,0.0
34.25,clear-night,0.71,10.0,Clear,31.46,1030.33,3.31,0.0,1397970000,19.0,0.0,25.76,0.0
32.73,clear-night,0.74,10.0,Clear,32.73,1030.36,2.99,0.04,1397973600,16.0,0.0,25.51,0.0
30.69,clear-night,0.79,10.0,Clear,30.69,1030.4,1.1,0.0,1397977200,203.0,0.0,24.82,0.0
28.93,clear-night,0.81,10.0,Clear,28.93,1031.01,0.68,0.0,1397980800,105.0,0.0,23.98,0.0
27.64,clear-night,0.83,10.0,Clear,27.64,1031.98,0.98,0.01,1397984400,45.0,0.0,23.29,0.0
27.21,clear-night,0.85,10.0,Clear,27.21,1032.81,1.5,0.0,1397988000,115.0,0.0,23.19,0.0
28.31,clear-day,0.84,9.97,Clear,28.31,1033.21,2.43,0.0,1397991600,54.0,0.0,24.22,0.0
35.41,clear-day,0.69,10.0,Clear,32.6,1033.27,3.47,0.03,1397995200,15.0,0.0,26.24,0.0
41.55,clear-day,0.53,10.0,Clear,39.16,1033.38,3.94,0.0,1397998800,34.0,0.0,25.7,0.0
47.22,clear-day,0.32,10.0,Clear,47.22,1033.03,2.93,0.0,1398002400,35.0,0.0,18.72,0.0
50.06,clear-day,0.26,10.0,Clear,50.06,1032.24,4.19,0.01,1398006000,29.0,0.0,16.47,0.0
53.05,clear-day,0.22,10.0,Clear,53.05,1031.41,3.18,0.0,1398009600,104.0,0.0,15.09,0.0
56.26,clear-day,0.19,10.0,Clear,56.26,1030.48,3.12,0.0,1398013200,169.0,0.0,14.76,0.0
57.64,clear-day,0.17,10.0,Clear,57.64,1029.95,1.75,0.05,1398016800,284.0,0.0,12.67,0.0
59.68,clear-day,0.17,9.98,Clear,59.68,1029.01,1.09,0.0,1398020400,247.0,0.0,15.16,0.0
61.27,clear-day,0.17,10.0,Clear,61.27,1028.28,4.49,0.0,1398024000,277.0,0.0,15.57,0.0
61.49,clear-day,0.16,10.0,Clear,61.49,1027.74,7.83,0.03,1398027600,195.0,0.0,15.25,0.0
61.38,clear-day,0.16,10.0,Clear,61.38,1027.26,6.67,0.0,1398031200,236.0,0.0,14.31,0.0
59.4,clear-day,0.18,10.0,Clear,59.4,1026.75,5.85,0.0,1398034800,224.0,0.0,16.05,0.0
53.83,clear-night,0.27,10.0,Clear,53.83,1026.56,6.15,0.02,1398038400,179.0,0.0,20.52,0.0
51.61,clear-night,0.29,10.0,Clear,51.61,1026.66,7.06,0.0,1398042000,174.0,0.0,20.67,0.0
49.37,clear-night,0.35,10.0,Clear,46.9,1026.5,6.04,0.0,1398045600,136.0,0.0,22.55,0.0
44.8,clear-night,0.44,10.0,Clear,40.82,1026.38,7.2,0.01,1398049200,179.0,0.0,24.07,0.0
42.53,clear-night,0.53,10.0,Clear,39.05,1025.95,5.56,0.0,1398052800,156.0,0.0,26.55,0.0
41.77,clear-night,0.52,10.0,Clear,39.89,1025.22,3.44,0.0,1398056400,145.0,0.0,25.23,0.0
40.89,clear-night,0.54,10.0,Clear,36.84,1024.34,5.95,0.02,1398060000,125.0,0.0,25.49,0.0
38.94,clear-night,0.58,10.0,Clear,33.91,1023.79,6.93,0.0,1398063600,117.0,0.0,25.46,0.0
37.4,clear-night,0.61,10.0,Clear,32.31,1023.25,6.51,0.0,1398067200,108.0,0.0,25.31,0.0
35.68,clear-night,0.65,10.0,Clear,32.38,1023.09,3.95,0.01,1398070800,101.0,0.0,25.21,0.0
34.47,clear-night,0.69,10.0,Clear,27.73,1022.86,8.2,0.0,1398074400,113.0,0.0,25.43,0.0
35.47,clear-day,0.7,10.0,Clear,30.12,1023.06,6.34,0.0,1398078000,124.0,0.0,26.76,0.0
40.91,clear-day,0.59,10.0,Clear,36.11,1022.51,7.22,0.04,1398081600,116.0,0.0,27.89,0.0
46.17,clear-day,0.47,10.0,Clear,43.77,1021.97,4.92,0.0,1398085200,122.0,0.0,27.25,0.0
51.57,clear-day,0.36,10.0,Clear,51.57,1020.87,5.48,0.0,1398088800,130.0,0.0,25.19,0.0
56.97,clear-day,0.27,10.0,Clear,56.97,1019.82,5.26,0.03,1398092400,141.0,0.0,23.49,0.0
61.06,clear-day,0.24,10.0,Clear,61.06,1018.56,5.2,0.0,1398096000,140.0,0.0,23.66,0.0
64.93,clear-day,0.22,10.0,Clear,64.93,1016.85,7.01,0.0,1398099600,186.0,0.0,24.7,0.0
67.93,clear-day,0.17,10.0,Clear,67.93,1015.48,8.9,0.05,1398103200,194.0,0.0,21.52,0.0
69.96,clear-day,0.14,10.0,Clear,69.96,1013.98,8.35,0.0,1398106800,200.0,0.0,18.92,0.0
71.63,clear-day,0.13,10.0,Clear,71.63,1012.88,7.11,0.0,1398110400,212.0,0.0,17.39,0.0
72.3,clear-day,0.11,10.0,Clear,72.3,1012.18,8.4,0.03,1398114000,204.0,0.0,14.37,0.0
70.72,clear-day,0.1,10.0,Dry,70.72,1011.6,7.43,0.0,1398117600,198.0,0.0,11.98,0.0
67.41,clear-day,0.12,10.0,Clear,67.41,1011.26,5.08,0.0,1398121200,210.0,0.0,13.66,0.0
59.8,clear-night,0.24,10.0,Clear,59.8,1011.31,5.99,0.05,1398124800,185.0,0.0,23.06,0.0
55.92,clear-night,0.33,10.0,Clear,55.92,1011.26,6.18,0.0,1398128400,178.0,0.0,26.94,0.0
53.95,clear-night,0.36,10.0,Clear,53.95,1011.06,3.19,0.0,1398132000,138.0,0.0,27.54,0.0
52.93,clear-night,0.37,10.0,Clear,52.93,1010.38,5.84,0.04,1398135600,169.0,0.0,27.2,0.0
51.43,clear-night,0.4,10.0,Clear,51.43,1009.72,7.03,0.0,1398139200,125.0,0.0,28.21,0.0
51.68,clear-night,0.4,10.0,Clear,51.68,1009.22,6.97,0.0,1398142800,170.0,0.0,28.26,0.0
51.49,clear-night,0.42,10.0,Clear,51.49,1008.37,3.24,0.18,1398146400,122.0,0.0,29.09,0.0
50.35,clear-night,0.45,10.0,Clear,50.35,1007.72,4.65,0.0,1398150000,112.0,0.0,30.04,0.0
48.47,clear-night,0.52,10.0,Clear,48.47,1007.08,2.62,0.0,1398153600,113.0,0.0,31.55,0.0
47.21,clear-night,0.54,10.0,Clear,45.76,1006.57,3.86,0.04,1398157200,124.0,0.0,31.57,0.0
45.67,clear-night,0.58,10.0,Clear,43.68,1006.03,4.24,0.0,1398160800,120.0,0.0,31.8,0.0
45.78,clear-day,0.6,10.0,Clear,43.35,1005.81,4.86,0.0,1398164400,133.0,0.0,32.67,0.0
50.19,clear-day,0.51,10.0,Clear,50.19,1005.06,7.92,0.06,1398168000,114.0,0.0,32.82,0.0
54.27,clear-day,0.44,10.0,Clear,54.27,1004.37,5.69,0.0,1398171600,131.0,0.0,32.55,0.0
58.66,clear-day,0.37,10.0,Clear,58.66,1003.45,4.9,0.0,1398175200,130.0,0.0,32.64,0.0
62.59,partly-cloudy-day,0.32,10.0,Partly Cloudy,62.59,1002.38,5.0,0.25,1398178800,204.0,0.0,32.67,0.0
65.59,clear-day,0.3,10.0,Clear,65.59,1001.82,5.56,0.0,1398182400,199.0,0.0,33.11,0.0
68.81,clear-day,0.28,9.95,Clear,68.81,1000.3,8.14,0.0,1398186000,187.0,0.0,34.0,0.0
69.54,partly-cloudy-day,0.3,10.0,Partly Cloudy,69.54,999.69,3.99,0.31,1398189600,141.0,0.0,36.62,0.0
68.76,clear-day,0.34,10.0,Clear,68.76,999.11,8.08,,1398193200,225.0,0.0,38.9,0.0
66.39,clear-day,0.4,10.0,Clear,66.39,999.13,8.66,,1398196800,233.0,0.0,41.28,0.0
62.38,cloudy,0.54,10.0,Overcast,62.38,999.24,4.02,1.0,1398200400,221.0,0.0,45.43,0.0
61.91,clear-day,0.57,9.8,Clear,61.91,998.65,6.93,,1398204000,215.0,0.0008,46.31,0.01
58.81,rain,0.71,8.75,Drizzle,58.81,998.69,3.29,,1398207600,270.0,0.0059,49.43,0.27
55.74,rain,0.86,6.76,Light Rain,55.74,999.19,2.55,0.83,1398211200,268.0,0.0323,51.73,0.65
54.71,rain,0.89,6.56,Drizzle,54.71,999.09,3.24,0.0,1398214800,264.0,0.0078,51.5,0.39
53.72,clear-night,0.89,9.91,Clear,53.72,999.16,4.56,,1398218400,257.0,0.0018,50.56,0.04
53.82,clear-night,0.86,9.76,Clear,53.82,999.14,5.65,,1398222000,274.0,0.0,49.65,0.0
52.59,clear-night,0.86,9.45,Clear,52.59,998.63,6.95,,1398225600,273.0,0.0,48.48,0.0
50.92,clear-night,0.84,9.38,Clear,50.92,999.01,8.89,0.0,1398229200,262.0,0.0,46.16,0.0
48.75,partly-cloudy-night,0.82,9.15,Mostly Cloudy,45.18,999.11,8.14,0.75,1398232800,263.0,0.0,43.47,0.0
48.14,clear-night,0.81,9.37,Clear,44.45,999.08,8.11,,1398236400,278.0,0.0017,42.46,0.04
46.53,clear-night,0.76,9.62,Clear,43.33,999.23,6.38,0.0,1398240000,319.0,0.0,39.53,0.0
45.49,cloudy,0.76,9.77,Overcast,41.11,999.46,8.37,1.0,1398243600,277.0,0.0022,38.36,0.06
44.11,clear-night,0.77,10.0,Clear,39.89,999.78,7.39,,1398247200,288.0,0.0,37.52,0.0
43.78,clear-day,0.78,9.7,Clear,39.47,1000.42,7.43,,1398250800,275.0,0.0014,37.37,0.03
43.7,partly-cloudy-day,0.78,9.78,Mostly Cloudy,39.86,1000.56,6.53,0.92,1398254400,281.0,0.0017,37.28,0.04
43.9,clear-day,0.79,9.49,Clear,39.92,1000.51,6.84,,1398258000,297.0,0.0013,37.82,0.02
44.5,clear-day,0.8,8.68,Clear,40.13,1000.45,7.87,,1398261600,297.0,0.0,38.58,0.0
44.87,cloudy,0.81,9.19,Overcast,39.96,1000.46,9.29,1.0,1398265200,280.0,0.0036,39.46,0.13
45.93,clear-day,0.76,9.62,Clear,41.34,1001.14,9.12,,1398268800,294.0,0.0016,38.79,0.03
46.27,clear-day,0.8,8.38,Clear,41.91,1001.58,8.74,,1398272400,293.0,0.0,40.36,0.0
47.77,rain,0.75,10.0,Drizzle,43.61,1001.58,9.07,0.75,1398276000,285.0,0.0057,40.32,0.25
49.23,clear-day,0.69,10.0,Clear,43.92,1001.63,13.94,,1398279600,319.0,0.0012,39.39,0.02
49.81,clear-day,0.52,10.0,Clear,44.0,1002.04,16.74,,1398283200,314.0,0.0,32.95,0.0
49.06,cloudy,0.51,10.0,Overcast,43.57,1002.76,14.47,1.0,1398286800,299.0,0.0,31.79,0.0
47.31,clear-day,0.54,10.0,Clear,41.13,1003.73,15.27,,1398290400,315.0,0.0,31.44,0.0
46.18,clear-day,0.54,10.0,Clear,40.0,1004.34,14.08,,1398294000,319.0,0.0,30.65,0.0
44.42,partly-cloudy-night,0.6,10.0,Mostly Cloudy,38.38,1005.27,12.08,0.83,1398297600,286.0,0.0,31.39,0.0
44.02,clear-night,0.6,10.0,Clear,37.13,1006.21,14.5,,1398301200,288.0,0.0,30.9,0.0
43.93,clear-night,0.55,10.0,Clear,37.46,1006.89,13.02,,1398304800,314.0,0.0,28.83,0.0
43.22,partly-cloudy-night,0.55,10.0,Partly Cloudy,36.95,1007.04,11.85,0.46,1398308400,296.0,0.0,28.2,0.0
43.0,clear-night,0.5,10.0,Clear,35.68,1007.57,14.99,,1398312000,314.0,0.0,25.49,0.0
41.74,clear-night,0.47,10.0,Clear,35.8,1007.71,9.99,0.0,1398315600,302.0,0.0,22.93,0.0
40.76,clear-night,0.47,10.0,Clear,34.99,1007.7,9.07,0.01,1398319200,292.0,0.0,22.16,0.0
39.29,clear-night,0.49,10.0,Clear,33.32,1007.93,8.79,0.0,1398322800,285.0,0.0,21.54,0.0
38.35,clear-night,0.45,10.0,Clear,31.88,1008.13,9.39,0.0,1398326400,292.0,0.0,18.66,0.0
37.36,clear-night,0.4,10.0,Clear,30.98,1008.58,8.72,0.0,1398330000,292.0,0.0,15.43,0.0
36.29,clear-night,0.4,10.0,Clear,28.05,1008.96,12.32,0.0,1398333600,287.0,0.0,14.4,0.0
36.71,clear-day,0.4,10.0,Clear,28.37,1009.71,12.86,0.0,1398337200,294.0,0.0,14.62,0.0
38.45,clear-day,0.39,10.0,Clear,30.08,1010.51,14.27,0.0,1398340800,299.0,0.0,15.65,0.0
39.99,clear-day,0.36,10.0,Clear,32.11,1010.87,14.09,0.0,1398344400,314.0,0.0,15.48,0.0
42.58,clear-day,0.33,10.0,Clear,35.81,1011.11,12.84,0.0,1398348000,312.0,0.0,15.66,0.0
45.1,clear-day,0.34,10.0,Clear,37.86,1011.38,16.96,0.0,1398351600,326.0,0.0,18.59,0.0
47.92,clear-day,0.32,10.0,Clear,42.47,1011.18,13.17,0.0,1398355200,316.0,0.0,19.56,0.0
50.76,wind,0.3,10.0,Breezy,50.76,1010.66,20.3,0.0,1398358800,321.0,0.0,20.41,0.0
52.25,clear-day,0.26,10.0,Clear,52.25,1010.5,18.12,0.02,1398362400,322.0,0.0,18.58,0.0
53.82,clear-day,0.27,10.0,Clear,53.82,1010.75,18.11,0.0,1398366000,320.0,0.0,20.41,0.0
54.59,wind,0.24,10.0,Breezy,54.59,1010.74,20.68,0.0,1398369600,326.0,0.0,18.68,0.0
54.68,clear-day,0.24,10.0,Clear,54.68,1010.99,16.49,0.01,1398373200,334.0,0.0,18.81,0.0
53.76,clear-day,0.23,10.0,Clear,53.76,1011.4,16.28,0.0,1398376800,331.0,0.0,17.23,0.0
52.39,clear-day,0.23,10.0,Clear,52.39,1012.46,15.21,0.0,1398380400,324.0,0.0,15.37,0.0
50.2,clear-night,0.23,10.0,Clear,50.2,1013.47,9.36,0.02,1398384000,311.0,0.0,13.77,0.0
47.67,clear-night,0.26,10.0,Clear,43.84,1014.79,8.21,0.0,1398387600,301.0,0.0,14.64,0.0
46.27,clear-night,0.28,10.0,Clear,42.73,1015.38,6.93,0.0,1398391200,308.0,0.0,15.07,0.0
44.45,clear-night,0.31,10.0,Clear,42.23,1015.61,4.28,0.0,1398394800,288.0,0.0,15.51,0.0
39.04,clear-night,0.45,10.0,Clear,35.39,1015.98,4.95,0.0,1398398400,313.0,0.0,19.54,0.0
35.47,clear-night,0.56,10.0,Clear,35.47,1016.1,2.13,0.0,1398402000,295.0,0.0,21.18,0.0
34.09,clear-night,0.59,10.0,Clear,29.75,1015.77,4.76,0.0,1398405600,271.0,0.0,21.21,0.0
31.53,clear-night,0.64,10.0,Clear,31.53,1015.55,0.99,0.0,1398409200,344.0,0.0,20.94,0.0
30.39,clear-night,0.7,10.0,Clear,30.39,1015.63,2.29,0.0,1398412800,259.0,0.0,21.82,0.0
28.7,clear-night,0.73,10.0,Clear,24.13,1016.11,4.12,0.0,1398416400,269.0,0.0,21.21,0.0
28.21,clear-night,0.77,10.0,Clear,28.21,1016.7,2.74,0.0,1398420000,239.0,0.0,22.0,0.0
30.85,clear-day,0.76,10.0,Clear,30.85,1017.36,1.18,0.0,1398423600,104.0,0.0,24.23,0.0
37.72,clear-day,0.57,10.0,Clear,37.72,1017.37,1.72,0.05,1398427200,354.0,0.0,23.83,0.0
43.52,clear-day,0.42,10.0,Clear,41.83,1017.37,3.5,0.04,1398430800,23.0,0.0,21.97,0.0
47.87,clear-day,0.34,10.0,Clear,44.63,1016.86,6.98,0.0,1398434400,11.0,0.0,20.63,0.0
51.35,clear-day,0.28,10.0,Clear,51.35,1016.01,3.91,0.04,1398438000,266.0,0.0,19.18,0.0
54.28,clear-day,0.22,10.0,Clear,54.28,1015.19,3.34,0.01,1398441600,294.0,0.0,15.83,0.0
57.54,clear-day,0.22,10.0,Clear,57.54,1014.05,4.62,0.01,1398445200,325.0,0.0,19.34,0.0
59.58,clear-day,0.19,10.0,Clear,59.58,1012.77,3.2,0.05,1398448800,252.0,0.0,16.9,0.0
62.21,clear-day,0.18,9.91,Clear,62.21,1011.8,1.72,0.0,1398452400,81.0,0.0,17.55,0.0
62.86,clear-day,0.17,10.0,Clear,62.86,1010.65,3.83,0.0,1398456000,96.0,0.0,17.3,0.0
63.53,clear-day,0.17,10.0,Clear,63.53,1009.56,4.31,0.03,1398459600,145.0,0.0,17.93,0.0
62.48,clear-day,0.17,10.0,Clear,62.48,1008.66,5.2,0.0,1398463200,135.0,0.0,17.45,0.0
61.11,clear-day,0.19,10.0,Clear,61.11,1008.37,5.15,0.01,1398466800,221.0,0.0,18.41,0.0
57.55,partly-cloudy-night,0.29,10.0,Partly Cloudy,57.55,1008.2,8.54,0.28,1398470400,153.0,0.0,25.26,0.0
57.17,clear-night,0.3,10.0,Clear,57.17,1008.73,9.33,0.16,1398474000,130.0,0.0,26.13,0.0
56.2,partly-cloudy-night,0.28,10.0,Partly Cloudy,56.2,1009.05,10.55,0.31,1398477600,179.0,0.0,23.76,0.0
54.51,partly-cloudy-night,0.29,9.95,Mostly Cloudy,54.51,1008.3,5.98,0.6,1398481200,147.0,0.0,23.21,0.0
50.84,rain,0.44,9.36,Drizzle,50.84,1008.3,5.38,0.31,1398484800,141.0,0.007,29.58,0.34
46.12,rain,0.74,7.56,Light Rain,42.26,1008.39,7.53,0.0,1398488400,187.0,0.0402,38.23,0.68
44.29,rain,0.78,9.52,Light Rain,42.68,1007.86,3.54,1.0,1398492000,147.0,0.0501,37.82,0.7
43.05,rain,0.78,8.92,Light Rain,39.22,1007.25,6.27,,1398495600,99.0,0.0402,36.51,0.68
41.49,rain,0.85,7.6,Rain,37.82,1007.41,5.57,,1398499200,82.0,0.0598,37.45,0.72
41.18,rain,0.89,6.63,Light Rain,36.86,1007.3,6.49,1.0,1398502800,104.0,0.0295,38.19,0.64
41.16,rain,0.87,6.59,Light Rain,37.87,1007.44,4.95,,1398506400,84.0,0.0392,37.64,0.68
41.18,rain,0.9,5.74,Light Rain,41.18,1007.76,2.88,,1398510000,133.0,0.0389,38.35,0.68
41.43,rain,0.89,5.51,Light Rain,41.43,1007.91,1.74,1.0,1398513600,115.0,0.0201,38.35,0.59
41.48,rain,0.91,5.9,Light Rain,41.48,1008.38,1.51,,1398517200,199.0,0.0143,39.13,0.55
42.61,rain,0.91,5.88,Light Rain,42.61,1008.53,1.85,,1398520800,226.0,0.0114,40.05,0.52
43.44,cloudy,0.89,7.59,Overcast,43.44,1008.53,1.5,1.0,1398524400,142.0,0.0032,40.32,0.11
44.51,rain,0.89,8.75,Drizzle,44.51,1008.47,2.39,,1398528000,247.0,0.005,41.37,0.21
46.48,rain,0.82,9.52,Drizzle,46.48,1008.08,0.48,,1398531600,288.0,0.0054,41.2,0.24
49.08,partly-cloudy-day,0.75,9.78,Mostly Cloudy,49.08,1007.65,1.04,0.83,1398535200,229.0,0.0008,41.39,0.01
51.35,clear-day,0.68,9.87,Clear,51.35,1007.33,2.0,,1398538800,299.0,0.0,41.24,0.0
52.01,clear-day,0.64,9.82,Clear,52.01,1006.95,2.16,0.0,1398542400,70.0,0.0,40.14,0.0
53.92,partly-cloudy-day,0.59,10.0,Partly Cloudy,53.92,1006.74,2.34,0.58,1398546000,286.0,0.0,39.76,0.0
52.28,partly-cloudy-day,0.62,10.0,Partly Cloudy,52.28,1007.15,0.42,0.31,1398549600,210.0,0.001,39.79,0.01
50.05,rain,0.76,9.15,Light Rain,50.05,1007.93,3.2,,1398553200,230.0,0.0142,42.92,0.55
46.03,rain,0.86,5.44,Rain,44.39,1009.23,3.87,1.0,1398556800,260.0,0.0583,41.93,0.72
45.42,rain,0.88,9.5,Light Rain,43.88,1010.17,3.64,,1398560400,226.0,0.0427,41.99,0.69
44.82,rain,0.9,9.73,Light Rain,44.82,1010.68,2.33,,1398564000,246.0,0.016,42.08,0.56
44.31,rain,0.87,9.16,Drizzle,42.29,1010.73,4.01,0.75,1398567600,278.0,0.0085,40.76,0.44
43.98,rain,0.83,9.42,Light Rain,40.53,1010.86,5.95,,1398571200,273.0,0.0233,39.19,0.61
43.08,clear-night,0.85,9.73,Clear,38.5,1010.94,7.67,,1398574800,273.0,0.0012,38.88,0.02
42.94,partly-cloudy-night,0.81,9.1,Mostly Cloudy,38.61,1010.93,7.14,0.83,1398578400,270.0,0.0039,37.55,0.15
42.05,clear-night,0.83,9.97,Clear,38.25,1010.95,5.91,,1398582000,283.0,0.0,37.39,0.0
41.91,clear-night,0.86,9.8,Clear,39.04,1011.24,4.57,,1398585600,285.0,0.0,37.9,0.0
41.34,rain,0.85,9.49,Light Rain,38.24,1011.61,4.75,0.75,1398589200,264.0,0.0106,37.22,0.51
40.43,rain,0.89,9.98,Drizzle,36.14,1012.31,6.2,0.31,1398592800,302.0,0.0053,37.33,0.23
41.1,rain,0.86,9.98,Drizzle,36.23,1013.13,7.41,,1398596400,308.0,0.0055,37.26,0.24
41.67,partly-cloudy-day,0.83,9.87,Mostly Cloudy,37.49,1013.67,6.4,0.75,1398600000,283.0,0.0,36.96,0.0
42.94,partly-cloudy-day,0.79,10.0,Partly Cloudy,38.81,1014.26,6.75,0.31,1398603600,290.0,0.0,36.81,0.0
44.25,partly-cloudy-day,0.73,10.0,Partly Cloudy,39.22,1014.49,9.25,0.31,1398607200,330.0,0.0,36.14,0.0
45.85,cloudy,0.72,9.74,Overcast,41.61,1015.11,8.24,1.0,1398610800,327.0,0.0014,37.36,0.03
46.64,clear-day,0.65,10.0,Clear,42.07,1015.42,9.47,,1398614400,335.0,0.0,35.62,0.0
47.69,clear-day,0.62,10.0,Clear,43.91,1015.4,8.1,,1398618000,350.0,0.0,35.22,0.0
47.9,partly-cloudy-day,0.6,10.0,Mostly Cloudy,43.85,1015.88,8.89,0.92,1398621600,345.0,0.0,34.57,0.0
47.88,clear-day,0.61,10.0,Clear,43.96,1016.65,8.54,,1398625200,340.0,0.0,35.27,0.0
48.6,clear-day,0.6,10.0,Clear,44.21,1016.75,10.26,,1398628800,2.0,0.0,35.39,0.0
49.11,clear-day,0.58,10.0,Clear,44.85,1016.75,10.24,0.08,1398632400,359.0,0.0,34.95,0.0
48.63,clear-day,0.57,10.0,Clear,44.34,1017.04,10.0,0.06,1398636000,7.0,0.0,34.21,0.0
47.02,clear-day,0.59,10.0,Clear,43.73,1017.74,6.73,0.0,1398639600,346.0,0.0,33.53,0.0
44.81,clear-night,0.62,10.0,Clear,40.91,1018.59,7.04,0.12,1398643200,2.0,0.0,32.64,0.0
43.85,clear-night,0.65,10.0,Clear,40.55,1019.51,5.66,0.0,1398646800,350.0,0.0,32.83,0.0
42.73,clear-night,0.68,10.0,Clear,42.73,1019.72,0.79,0.0,1398650400,218.0,0.0,32.78,0.0
41.73,clear-night,0.71,10.0,Clear,41.73,1019.85,2.84,0.22,1398654000,230.0,0.0,33.18,0.0
41.66,clear-night,0.71,10.0,Clear,38.45,1020.22,4.96,0.0,1398657600,256.0,0.0,33.11,0.0
41.33,clear-night,0.75,10.0,Clear,39.62,1020.7,3.23,0.0,1398661200,271.0,0.0,33.9,0.0
40.81,clear-night,0.76,10.0,Clear,37.28,1020.6,5.19,0.22,1398664800,251.0,0.0,33.99,0.0
40.41,clear-night,0.79,9.79,Clear,37.79,1019.84,4.0,0.0,1398668400,285.0,0.0,34.32,0.0
39.94,clear-night,0.8,10.0,Clear,37.92,1018.8,3.33,0.0,1398672000,293.0,0.0,34.12,0.0
39.14,clear-night,0.81,9.91,Clear,36.38,1017.89,3.94,0.06,1398675600,262.0,0.0,33.73,0.0
38.01,clear-day,0.82,10.0,Clear,35.57,1018.63,3.48,0.0,1398679200,238.0,0.0,32.89,0.0
40.11,clear-day,0.8,9.98,Clear,37.22,1019.04,4.24,0.0,1398682800,275.0,0.0,34.56,0.0
43.78,clear-day,0.71,10.0,Clear,40.09,1019.4,6.29,0.02,1398686400,310.0,0.0,34.83,0.0
46.29,clear-day,0.64,10.0,Clear,41.09,1019.37,11.01,0.0,1398690000,352.0,0.0,34.63,0.0
49.41,clear-day,0.54,10.0,Clear,45.42,1019.26,9.66,0.0,1398693600,355.0,0.0,33.54,0.0
51.37,clear-day,0.49,10.0,Clear,51.37,1019.5,8.99,0.02,1398697200,339.0,0.0,33.06,0.0
54.14,clear-day,0.45,10.0,Clear,54.14,1018.34,9.09,0.0,1398700800,341.0,0.0,33.43,0.0
56.56,clear-day,0.42,9.51,Clear,56.56,1017.32,6.11,0.0,1398704400,311.0,0.0,33.6,0.0
58.4,clear-day,0.39,10.0,Clear,58.4,1016.89,7.16,0.13,1398708000,297.0,0.0,33.57,0.0
57.9,clear-day,0.4,10.0,Clear,57.9,1017.02,7.58,0.0,1398711600,287.0,0.0,34.01,0.0
59.75,clear-day,0.39,10.0,Clear,59.75,1017.14,4.62,0.0,1398715200,0.0,0.0,34.61,0.0
59.74,partly-cloudy-day,0.39,10.0,Mostly Cloudy,59.74,1017.18,7.57,0.75,1398718800,27.0,0.0,34.92,0.0
58.4,clear-day,0.41,10.0,Clear,58.4,1017.35,7.4,0.0,1398722400,354.0,0.0,35.07,0.0
57.1,clear-day,0.43,10.0,Clear,57.1,1017.92,5.87,0.0,1398726000,56.0,0.0,34.79,0.0
