temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
45.91,rain,0.82,9.15,Light Rain,40.22,986.85,12.15,1.0,1456423200,238.0,0.0357,40.69,0.68
44.08,clear-day,0.81,9.92,Clear,39.25,987.06,8.67,,1456426800,268.0,0.0036,38.49,0.13
43.08,clear-day,0.81,10.0,Clear,37.51,987.4,9.87,,1456430400,272.0,0.0049,37.77,0.2
42.55,rain,0.78,9.64,Drizzle,36.99,987.89,9.56,1.0,1456434000,267.0,0.0067,36.17,0.32
40.78,clear-day,0.81,9.41,Clear,35.9,989.19,7.31,,1456437600,261.0,0.0026,35.5,0.08
38.87,rain,0.84,9.94,Drizzle,32.83,990.36,8.75,,1456441200,264.0,0.0067,34.38,0.32
37.67,rain,0.82,9.67,Drizzle,31.06,991.09,9.36,0.8,1456444800,261.0,0.0086,32.78,0.45
37.21,clear-night,0.79,9.43,Clear,29.36,991.68,11.96,,1456448400,269.0,0.0029,31.24,0.09
36.43,clear-night,0.75,8.21,Clear,27.67,992.57,13.81,,1456452000,285.0,0.0026,29.25,0.08
35.38,cloudy,0.73,7.25,Overcast,26.38,993.64,13.7,1.0,1456455600,270.0,0.0009,27.56,0.01
33.61,partly-cloudy-night,0.73,8.02,Partly Cloudy,23.46,994.64,15.56,0.31,1456459200,273.0,0.0011,25.84,0.02
31.22,wind,0.74,3.86,Breezy and Partly Cloudy,19.15,996.02,19.35,0.31,1456462800,272.0,0.0,24.05,0.0
31.15,partly-cloudy-night,0.7,7.72,Mostly Cloudy,19.6,997.21,17.6,0.64,1456466400,275.0,0.0,22.38,0.0
29.12,clear-night,0.73,3.73,Clear,18.27,998.72,14.06,,1456470000,275.0,0.0011,21.53,0.02
28.85,clear-night,0.7,7.33,Clear,18.14,999.66,13.57,,1456473600,283.0,0.0,20.36,0.0
28.41,wind,0.63,9.48,Breezy and Mostly Cloudy,15.41,1000.46,19.56,0.73,1456477200,278.0,0.0,17.55,0.0
26.27,wind,0.63,8.79,Breezy,12.58,1001.92,19.64,,1456480800,276.0,0.0,15.52,0.0
25.06,wind,0.65,8.59,Breezy,11.54,1003.11,18.08,,1456484400,267.0,0.0,15.1,0.0
23.86,wind,0.61,9.6,Breezy and Partly Cloudy,9.92,1004.39,18.23,0.32,1456488000,275.0,0.0,12.49,0.0
23.04,wind,0.62,9.94,Breezy,8.59,1006.1,18.96,0.1,1456491600,283.0,0.0,12.04,0.0
23.42,partly-cloudy-day,0.57,10.0,Partly Cloudy,10.39,1007.33,15.5,0.25,1456495200,286.0,0.0,10.3,0.0
24.89,clear-day,0.53,10.0,Clear,12.44,1008.16,15.1,0.05,1456498800,282.0,0.0,10.0,0.0
25.31,clear-day,0.49,10.0,Clear,11.92,1008.75,17.89,0.21,1456502400,279.0,0.0,9.05,0.0
26.15,clear-day,0.47,10.0,Clear,12.33,1009.16,19.96,0.06,1456506000,280.0,0.0,8.58,0.0
26.89,clear-day,0.45,10.0,Clear,14.22,1009.4,17.21,0.19,1456509600,274.0,0.0,8.23,0.0
26.77,clear-day,0.4,10.0,Clear,14.04,1009.98,17.25,0.18,1456513200,281.0,0.0,5.72,0.0
27.83,clear-day,0.38,10.0,Clear,16.12,1010.53,15.32,0.03,1456516800,289.0,0.0,5.52,0.0
27.17,clear-day,0.38,10.0,Clear,13.73,1011.45,19.74,0.03,1456520400,276.0,0.0,4.74,0.0
25.84,clear-day,0.36,10.0,Clear,12.87,1012.59,17.16,0.02,1456524000,285.0,0.0,2.76,0.0
23.81,clear-night,0.37,10.0,Clear,11.15,1014.16,14.87,0.01,1456527600,281.0,0.0,1.5,0.0
22.73,clear-night,0.41,10.0,Clear,9.74,1015.45,14.96,0.01,1456531200,281.0,0.0,2.6,0.0
22.25,clear-night,0.46,10.0,Clear,10.3,1016.2,12.43,0.01,1456534800,274.0,0.0,4.52,0.0
21.47,clear-night,0.5,10.0,Clear,8.25,1016.92,14.65,0.01,1456538400,270.0,0.0,5.62,0.0
20.66,clear-night,0.54,10.0,Clear,8.34,1017.29,12.34,0.04,1456542000,280.0,0.0,6.77,0.0
20.21,clear-night,0.56,9.74,Clear,8.12,1017.36,11.69,0.01,1456545600,280.0,0.0,6.99,0.0
19.26,clear-night,0.6,9.67,Clear,6.67,1017.52,12.15,0.02,1456549200,277.0,0.0,7.63,0.0
18.85,clear-night,0.62,10.0,Clear,6.88,1018.06,10.9,0.01,1456552800,283.0,0.0,7.94,0.0
18.67,clear-night,0.62,10.0,Clear,8.5,1018.21,8.14,0.03,1456556400,286.0,0.0,7.67,0.0
17.84,clear-night,0.64,10.0,Clear,7.74,1018.09,7.83,0.01,1456560000,279.0,0.0,7.79,0.0
17.63,clear-night,0.63,10.0,Clear,8.09,1018.07,7.1,0.02,1456563600,269.0,0.0,7.19,0.0
17.36,clear-night,0.66,10.0,Clear,7.47,1018.48,7.44,0.01,1456567200,263.0,0.0,8.09,0.0
16.29,clear-night,0.7,10.0,Clear,6.64,1018.48,6.92,0.02,1456570800,260.0,0.0,8.25,0.0
15.48,clear-day,0.73,10.0,Clear,7.65,1018.5,5.01,0.04,1456574400,266.0,0.0,8.41,0.0
19.37,clear-day,0.68,10.0,Clear,19.37,1018.99,2.91,0.01,1456578000,297.0,0.0,10.46,0.0
22.22,clear-day,0.6,9.94,Clear,15.83,1019.1,4.79,0.03,1456581600,246.0,0.0,10.43,0.0
26.23,clear-day,0.55,10.0,Clear,20.31,1018.32,4.99,0.05,1456585200,246.0,0.0,12.42,0.0
28.1,clear-day,0.52,10.0,Clear,22.04,1017.39,5.47,0.12,1456588800,211.0,0.0,12.86,0.0
30.57,partly-cloudy-day,0.48,10.0,Partly Cloudy,23.22,1016.28,7.82,0.25,1456592400,209.0,0.0,13.45,0.0
32.85,clear-day,0.46,10.0,Clear,25.16,1014.71,9.28,0.03,1456596000,203.0,0.0,14.23,0.0
35.25,clear-day,0.41,10.0,Clear,28.13,1013.69,9.23,0.2,1456599600,227.0,0.0,14.16,0.0
35.7,clear-day,0.4,10.0,Clear,28.78,1013.02,9.06,0.04,1456603200,224.0,0.0,13.64,0.0
36.41,clear-day,0.39,10.0,Clear,29.21,1012.37,9.96,0.03,1456606800,207.0,0.0,13.8,0.0
36.08,clear-day,0.39,10.0,Clear,28.85,1012.03,9.85,0.02,1456610400,225.0,0.0,13.52,0.0
33.67,clear-night,0.45,10.0,Clear,27.57,1012.15,6.91,0.02,1456614000,196.0,0.0,14.49,0.0
33.76,clear-night,0.44,10.0,Clear,33.76,1012.08,2.76,0.05,1456617600,248.0,0.0,14.41,0.0
33.32,clear-night,0.45,10.0,Clear,27.02,1011.6,7.11,0.01,1456621200,203.0,0.0,14.41,0.0
33.79,clear-night,0.46,10.0,Clear,26.58,1011.46,8.78,0.18,1456624800,206.0,0.0,15.23,0.0
33.12,clear-night,0.49,10.0,Clear,29.69,1011.33,3.72,0.04,1456628400,264.0,0.0,16.08,0.0
33.18,clear-night,0.53,10.0,Clear,28.87,1011.18,4.57,0.0,1456632000,265.0,0.0,17.79,0.0
33.82,clear-night,0.52,10.0,Clear,28.38,1011.35,6.01,0.19,1456635600,262.0,0.0,18.03,0.0
33.97,clear-night,0.54,10.0,Clear,29.95,1011.35,4.39,0.23,1456639200,271.0,0.0,19.05,0.0
33.89,clear-night,0.55,10.0,Clear,31.26,1010.93,3.15,0.09,1456642800,247.0,0.0,19.25,0.0
34.78,clear-night,0.54,10.0,Clear,29.14,1010.75,6.56,0.0,1456646400,248.0,0.0,19.97,0.0
34.74,clear-night,0.55,10.0,Clear,28.92,1010.79,6.81,0.16,1456650000,245.0,0.0,20.14,0.0
34.74,clear-night,0.57,10.0,Clear,28.7,1011.02,7.14,0.0,1456653600,247.0,0.0,20.91,0.0
34.92,clear-night,0.58,10.0,Clear,28.82,1011.47,7.3,0.07,1456657200,257.0,0.0,21.64,0.0
30.59,clear-day,0.7,10.0,Clear,30.59,1011.72,2.5,0.18,1456660800,253.0,0.0,21.95,0.0
33.8,clear-day,0.66,10.0,Clear,33.8,1012.06,1.9,0.0,1456664400,237.0,0.0,23.56,0.0
41.35,clear-day,0.52,10.0,Clear,36.78,1011.81,6.97,0.03,1456668000,186.0,0.0,25.2,0.0
45.18,clear-day,0.46,10.0,Clear,40.97,1011.45,7.86,0.01,1456671600,235.0,0.0,25.83,0.0
47.91,clear-day,0.45,10.0,Clear,44.63,1010.76,7.09,0.02,1456675200,225.0,0.0,27.38,0.0
49.4,clear-day,0.42,10.0,Clear,45.97,1009.87,8.15,0.01,1456678800,212.0,0.0,27.47,0.0
51.05,clear-day,0.4,10.0,Clear,51.05,1008.7,8.29,0.06,1456682400,188.0,0.0,27.3,0.0
52.57,clear-day,0.38,10.0,Clear,52.57,1007.72,11.21,0.0,1456686000,190.0,0.0,27.57,0.0
53.56,clear-day,0.36,10.0,Clear,53.56,1007.12,11.15,0.0,1456689600,193.0,0.0,27.42,0.0
54.11,clear-day,0.35,10.0,Clear,54.11,1006.38,7.51,0.04,1456693200,200.0,0.0,27.1,0.0
54.03,clear-day,0.35,10.0,Clear,54.03,1005.92,8.5,0.0,1456696800,204.0,0.0,26.78,0.0
51.91,clear-night,0.37,10.0,Clear,51.91,1005.87,9.36,0.01,1456700400,195.0,0.0,26.74,0.0
51.71,clear-night,0.37,10.0,Clear,51.71,1005.86,11.31,0.02,1456704000,181.0,0.0,26.5,0.0
50.58,clear-night,0.41,10.0,Clear,50.58,1005.51,1.58,0.02,1456707600,279.0,0.0,27.54,0.0
49.68,clear-night,0.44,10.0,Clear,46.18,1005.49,8.5,0.01,1456711200,186.0,0.0,28.46,0.0
47.8,clear-night,0.47,10.0,Clear,43.51,1005.19,9.43,0.01,1456714800,197.0,0.0,28.75,0.0
49.28,clear-night,0.44,10.0,Clear,44.75,1004.71,11.22,0.01,1456718400,190.0,0.0,28.04,0.0
44.92,clear-night,0.51,10.0,Clear,40.06,1004.0,9.22,0.01,1456722000,197.0,0.0,27.73,0.0
43.07,clear-night,0.55,10.0,Clear,37.95,1003.22,8.81,0.01,1456725600,197.0,0.0,27.86,0.0
41.93,clear-night,0.56,10.0,Clear,36.88,1002.21,8.1,0.02,1456729200,203.0,0.0,27.33,0.0
42.55,clear-night,0.56,10.0,Clear,37.47,1000.76,8.49,0.02,1456732800,201.0,0.0,28.05,0.0
40.54,clear-night,0.62,10.0,Clear,34.57,1000.01,9.41,0.02,1456736400,193.0,0.0,28.6,0.0
39.4,clear-night,0.64,10.0,Clear,32.93,999.43,9.93,0.02,1456740000,196.0,0.0,28.31,0.0
41.22,clear-night,0.62,10.0,Clear,35.89,998.86,8.36,0.01,1456743600,193.0,0.0,29.31,0.0
43.11,clear-day,0.58,9.98,Clear,38.0,998.61,8.79,0.06,1456747200,198.0,0.0,29.5,0.0
46.25,clear-day,0.53,10.0,Clear,43.82,998.56,5.0,0.24,1456750800,158.0,0.0,30.09,0.0
48.59,clear-day,0.49,9.95,Clear,44.04,998.57,10.74,0.1,1456754400,199.0,0.0,30.48,0.0
48.18,partly-cloudy-day,0.56,9.42,Mostly Cloudy,45.48,999.42,6.05,0.77,1456758000,255.0,0.0035,33.05,0.12
45.57,rain,0.74,6.58,Light Rain,41.38,999.74,7.98,,1456761600,197.0,0.0345,37.65,0.68
45.69,rain,0.81,7.21,Light Rain,41.21,999.82,8.69,,1456765200,240.0,0.033,40.05,0.67
45.02,partly-cloudy-day,0.81,9.9,Mostly Cloudy,41.27,1000.59,6.82,0.83,1456768800,271.0,0.0047,39.6,0.19
45.64,rain,0.67,10.0,Drizzle,39.99,1002.07,11.84,0.28,1456772400,273.0,0.0054,35.2,0.23
45.02,rain,0.59,10.0,Drizzle,38.73,1003.69,13.37,0.31,1456776000,280.0,0.0054,31.59,0.24
43.72,clear-day,0.55,10.0,Clear,37.94,1004.53,10.8,0.09,1456779600,276.0,0.0,28.43,0.0
42.2,clear-day,0.56,10.0,Clear,36.18,1005.71,10.48,0.2,1456783200,294.0,0.0,27.45,0.0
38.39,clear-night,0.62,10.0,Clear,36.16,1006.55,3.32,0.03,1456786800,280.0,0.0,26.43,0.0
34.47,clear-night,0.73,10.0,Clear,31.28,1006.97,3.68,0.03,1456790400,187.0,0.0,26.77,0.0
31.81,clear-night,0.8,10.0,Clear,28.75,1007.25,3.26,0.05,1456794000,231.0,0.0,26.49,0.0
32.15,clear-night,0.82,10.0,Clear,27.82,1007.9,4.41,0.2,1456797600,230.0,0.0,27.41,0.0
33.79,partly-cloudy-night,0.79,10.0,Partly Cloudy,30.33,1007.89,3.83,0.46,1456801200,246.0,0.0,27.92,0.0
41.37,partly-cloudy-night,0.56,10.0,Partly Cloudy,33.72,1008.22,14.6,0.31,1456804800,264.0,0.0,26.67,0.0
41.58,wind,0.54,10.0,Breezy,32.85,1009.89,18.75,,1456808400,275.0,0.0,26.07,0.0
35.84,wind,0.57,10.0,Breezy and Partly Cloudy,24.66,1013.24,21.4,0.4,1456812000,280.0,0.0,21.93,0.0
31.96,clear-night,0.5,10.0,Clear,20.99,1015.32,16.55,0.05,1456815600,283.0,0.0,15.53,0.0
28.64,clear-night,0.52,10.0,Clear,17.28,1015.94,15.02,0.02,1456819200,280.0,0.0,13.44,0.0
26.76,clear-night,0.48,10.0,Clear,15.26,1017.28,14.08,0.03,1456822800,281.0,0.0,9.52,0.0
24.48,clear-night,0.47,10.0,Clear,14.07,1018.58,10.6,0.01,1456826400,277.0,0.0,7.02,0.0
22.62,clear-night,0.47,10.0,Clear,11.68,1019.85,10.73,0.01,1456830000,279.0,0.0,5.63,0.0
21.42,clear-day,0.47,10.0,Clear,11.53,1020.5,8.6,0.02,1456833600,271.0,0.0,4.51,0.0
23.23,clear-day,0.41,10.0,Clear,13.26,1021.69,9.34,0.01,1456837200,280.0,0.0,2.96,0.0
24.97,clear-day,0.38,10.0,Clear,15.32,1022.62,9.5,0.01,1456840800,281.0,0.0,3.07,0.0
26.74,clear-day,0.35,10.0,Clear,20.07,1022.96,5.88,0.04,1456844400,292.0,0.0,2.7,0.0
27.56,clear-day,0.34,10.0,Clear,23.88,1022.85,3.28,0.01,1456848000,279.0,0.0,2.71,0.0
30.33,clear-day,0.3,10.0,Clear,30.33,1021.38,2.66,0.03,1456851600,189.0,0.0,2.74,0.0
32.34,clear-day,0.28,10.0,Clear,32.34,1019.96,0.99,0.11,1456855200,99.0,0.0,2.63,0.0
34.07,clear-day,0.25,10.0,Clear,30.72,1019.2,3.76,0.13,1456858800,171.0,0.0,1.77,0.0
36.79,clear-day,0.25,10.0,Clear,36.79,1018.15,2.73,0.02,1456862400,197.0,0.0,4.74,0.0
38.84,clear-day,0.24,10.0,Clear,35.83,1017.05,4.16,0.05,1456866000,249.0,0.0,4.91,0.0
39.39,clear-day,0.23,10.0,Clear,34.97,1015.79,6.1,0.02,1456869600,99.0,0.0,4.92,0.0
36.42,clear-night,0.28,10.0,Clear,30.97,1015.04,6.77,0.01,1456873200,131.0,0.0,6.31,0.0
35.73,clear-night,0.31,9.9,Clear,29.5,1014.4,7.81,0.06,1456876800,131.0,0.0,8.18,0.0
36.58,clear-night,0.33,9.98,Clear,30.26,1013.05,8.28,0.23,1456880400,106.0,0.0,10.02,0.0
38.22,clear-night,0.35,10.0,Clear,30.8,1011.57,11.51,0.0,1456884000,98.0,0.0,12.98,0.0
38.67,cloudy,0.43,9.92,Overcast,30.92,1010.32,12.67,1.0,1456887600,106.0,0.0,17.98,0.0
39.35,wind,0.52,9.92,Breezy,29.25,1007.97,21.58,0.05,1456891200,124.0,0.0,23.28,0.0
38.63,rain,0.65,9.59,Drizzle,29.39,1005.74,17.34,0.31,1456894800,125.0,0.0077,27.95,0.39
37.64,rain,0.75,9.12,Drizzle,28.18,1003.86,17.07,1.0,1456898400,115.0,0.0062,30.47,0.29
36.3,rain,0.86,7.06,Light Rain,27.79,1001.79,13.05,,1456902000,119.0,0.0357,32.48,0.68
38.11,rain,0.89,8.87,Light Rain,30.93,998.97,10.83,,1456905600,113.0,0.0189,35.1,0.6
39.32,rain,0.91,8.76,Light Rain,35.69,996.37,4.97,1.0,1456909200,114.0,0.0133,36.85,0.55
41.54,rain,0.92,4.88,Light Rain,36.19,995.67,8.56,,1456912800,189.0,0.0526,39.32,0.73
41.04,rain,0.93,5.35,Light Rain,41.04,995.64,0.91,,1456916400,178.0,0.0311,39.15,0.67
39.56,rain,0.86,5.38,Rain,33.31,997.16,9.54,1.0,1456920000,304.0,0.0651,35.62,0.75
35.01,rain,0.84,4.81,Light Rain,26.67,999.29,11.75,,1456923600,275.0,0.0111,30.63,0.52
32.56,clear-day,0.76,9.18,Clear,22.3,1001.57,15.02,,1456927200,293.0,0.0,25.81,0.0
30.11,partly-cloudy-day,0.68,9.67,Partly Cloudy,18.06,1003.49,18.2,0.58,1456930800,277.0,0.0,20.9,0.0
29.55,partly-cloudy-day,0.59,9.8,Partly Cloudy,17.53,1004.82,17.62,0.31,1456934400,288.0,0.0,17.12,0.0
28.86,partly-cloudy-day,0.52,10.0,Partly Cloudy,16.59,1005.81,17.74,0.25,1456938000,287.0,0.0,13.65,0.0
27.81,partly-cloudy-day,0.51,10.0,Partly Cloudy,15.17,1006.2,17.88,0.4,1456941600,292.0,0.0,12.02,0.0
27.47,clear-day,0.52,10.0,Clear,14.95,1006.76,17.25,0.2,1456945200,281.0,0.0,12.11,0.0
27.27,clear-day,0.53,10.0,Clear,15.3,1007.66,15.59,0.16,1456948800,291.0,0.0,12.39,0.0
26.02,partly-cloudy-day,0.54,10.0,Partly Cloudy,12.2,1008.87,19.8,0.34,1456952400,288.0,0.0,11.57,0.0
25.09,partly-cloudy-day,0.56,10.0,Partly Cloudy,11.36,1010.22,18.68,0.26,1456956000,283.0,0.0,11.7,0.0
23.03,clear-night,0.58,10.0,Clear,8.87,1011.77,18.11,0.19,1456959600,281.0,0.0,10.31,0.0
22.45,clear-night,0.57,10.0,Clear,8.88,1013.21,16.17,0.16,1456963200,280.0,0.0,9.73,0.0
21.59,clear-night,0.56,10.0,Clear,8.84,1014.47,13.69,0.14,1456966800,282.0,0.0,8.54,0.0
21.25,clear-night,0.52,10.0,Clear,8.4,1015.77,13.73,0.13,1456970400,290.0,0.0,6.41,0.0
20.44,clear-night,0.53,10.0,Clear,9.52,1016.7,9.8,0.24,1456974000,285.0,0.0,6.14,0.0
20.13,clear-night,0.52,10.0,Clear,6.23,1017.17,15.35,0.09,1456977600,282.0,0.0,5.56,0.0
19.27,clear-night,0.55,10.0,Clear,5.98,1017.6,13.5,0.04,1456981200,278.0,0.0,5.82,0.0
18.87,clear-night,0.59,10.0,Clear,6.3,1018.13,11.95,0.05,1456984800,256.0,0.0,7.06,0.0
18.63,clear-night,0.62,10.0,Clear,6.45,1018.76,11.15,0.04,1456988400,270.0,0.0,7.81,0.0
17.84,partly-cloudy-night,0.64,10.0,Partly Cloudy,6.54,1018.82,9.45,0.27,1456992000,264.0,0.0,7.77,0.0
18.28,partly-cloudy-night,0.61,9.95,Partly Cloudy,6.51,1019.78,10.34,0.26,1456995600,268.0,0.0,7.17,0.0
17.51,clear-night,0.61,9.29,Clear,5.26,1020.83,10.81,0.1,1456999200,284.0,0.0,6.32,0.0
15.99,clear-night,0.67,7.72,Clear,4.64,1021.71,8.93,0.17,1457002800,299.0,0.0,6.98,0.0
15.42,clear-day,0.63,9.88,Clear,4.82,1022.7,7.8,0.1,1457006400,305.0,0.0,5.19,0.0
17.32,clear-day,0.57,9.81,Clear,6.25,1023.64,8.96,0.23,1457010000,308.0,0.0,4.56,0.0
18.95,clear-day,0.5,10.0,Clear,7.03,1024.33,10.84,0.07,1457013600,308.0,0.0,3.52,0.0
20.21,clear-day,0.46,9.98,Clear,9.4,1024.3,9.54,0.09,1457017200,311.0,0.0,2.77,0.0
21.6,clear-day,0.42,10.0,Clear,12.15,1024.06,8.05,0.02,1457020800,334.0,0.0,2.18,0.0
23.59,clear-day,0.38,10.0,Clear,14.12,1023.76,8.7,0.02,1457024400,320.0,0.0,1.83,0.0
24.91,clear-day,0.34,10.0,Clear,15.41,1023.17,9.2,0.02,1457028000,303.0,0.0,0.64,0.0
27.65,clear-day,0.31,10.0,Clear,19.68,1022.54,7.8,0.01,1457031600,299.0,0.0,0.86,0.0
27.44,clear-day,0.31,10.0,Clear,19.61,1022.71,7.55,0.01,1457035200,231.0,0.0,0.57,0.0
27.89,clear-day,0.27,10.0,Clear,20.14,1023.02,7.57,0.04,1457038800,279.0,0.0,-1.76,0.0
26.29,clear-day,0.29,10.0,Clear,18.78,1023.07,6.78,0.02,1457042400,285.0,0.0,-1.49,0.0
23.93,clear-night,0.34,10.0,Clear,17.06,1023.35,5.52,0.03,1457046000,282.0,0.0,-0.2,0.0
22.32,clear-night,0.45,10.0,Clear,14.81,1023.74,5.88,0.05,1457049600,290.0,0.0,4.45,0.0
21.43,clear-night,0.5,10.0,Clear,21.43,1024.36,2.92,0.0,1457053200,270.0,0.0,5.54,0.0
19.94,clear-night,0.59,10.0,Clear,19.94,1024.56,2.46,0.0,1457056800,33.0,0.0,7.84,0.0
19.22,clear-night,0.63,10.0,Clear,19.22,1024.5,1.46,0.03,1457060400,101.0,0.0,8.85,0.0
17.73,clear-night,0.69,10.0,Clear,17.73,1024.44,1.46,0.01,1457064000,125.0,0.0,9.23,0.0
17.71,clear-night,0.65,10.0,Clear,17.71,1024.53,2.88,0.02,1457067600,118.0,0.0,8.13,0.0
17.78,clear-night,0.7,10.0,Clear,10.68,1024.14,4.74,0.07,1457071200,24.0,0.0,9.72,0.0
17.76,partly-cloudy-night,0.7,10.0,Partly Cloudy,11.02,1023.33,4.45,0.29,1457074800,8.0,0.0,9.73,0.0
17.68,partly-cloudy-night,0.71,10.0,Partly Cloudy,12.35,1022.41,3.45,0.27,1457078400,14.0,0.0,10.03,0.0
17.84,partly-cloudy-night,0.7,10.0,Partly Cloudy,10.68,1022.61,4.81,0.42,1457082000,16.0,0.0,9.88,0.0
18.89,clear-night,0.65,9.89,Clear,12.93,1022.62,4.01,0.23,1457085600,16.0,0.0,9.25,0.0
18.94,clear-night,0.67,9.91,Clear,12.61,1022.83,4.29,0.0,1457089200,13.0,0.0,9.86,0.0
19.13,partly-cloudy-day,0.69,9.93,Mostly Cloudy,12.91,1022.92,4.22,0.71,1457092800,27.0,0.0,10.65,0.0
22.13,clear-day,0.53,10.0,Clear,15.55,1023.32,4.93,0.0,1457096400,74.0,0.0,7.46,0.0
23.33,partly-cloudy-day,0.52,9.01,Partly Cloudy,17.25,1023.51,4.68,0.31,1457100000,74.0,0.0,8.24,0.0
25.33,partly-cloudy-day,0.54,9.15,Mostly Cloudy,18.58,1023.31,5.68,0.74,1457103600,62.0,0.0,10.88,0.0
27.81,partly-cloudy-day,0.55,9.62,Partly Cloudy,22.55,1022.54,4.62,0.3,1457107200,124.0,0.0,13.84,0.0
30.12,clear-day,0.52,10.0,Clear,23.88,1021.46,6.14,0.07,1457110800,26.0,0.0,14.44,0.0
33.07,partly-cloudy-day,0.45,10.0,Partly Cloudy,27.03,1020.24,6.64,0.25,1457114400,25.0,0.0,14.06,0.0
33.86,clear-day,0.45,10.0,Clear,27.82,1019.39,6.86,0.22,1457118000,81.0,0.0,14.75,0.0
34.05,clear-day,0.44,9.87,Clear,27.62,1019.14,7.53,0.09,1457121600,48.0,0.0,14.62,0.0
33.2,clear-day,0.45,9.98,Clear,26.96,1019.02,6.97,0.16,1457125200,39.0,0.0,14.07,0.0
32.83,partly-cloudy-day,0.45,10.0,Partly Cloudy,25.23,1018.9,9.08,0.25,1457128800,36.0,0.0,13.77,0.0
31.85,clear-night,0.47,10.0,Clear,25.36,1019.13,6.94,0.23,1457132400,21.0,0.0,14.02,0.0
30.07,clear-night,0.57,10.0,Clear,24.6,1019.19,5.23,0.12,1457136000,50.0,0.0,16.79,0.0
28.42,clear-night,0.59,9.96,Clear,21.26,1019.42,6.9,0.23,1457139600,17.0,0.0,15.96,0.0
26.65,partly-cloudy-night,0.62,9.68,Partly Cloudy,18.95,1019.72,7.14,0.26,1457143200,10.0,0.0,15.43,0.0
27.45,clear-night,0.6,9.68,Clear,20.04,1019.8,6.97,0.19,1457146800,16.0,0.0,15.34,0.0
26.4,clear-night,0.6,9.87,Clear,18.26,1020.01,7.67,0.14,1457150400,3.0,0.0,14.36,0.0
24.58,clear-night,0.63,10.0,Clear,19.45,1020.07,4.05,0.22,1457154000,318.0,0.0,13.77,0.0
23.01,clear-night,0.63,10.0,Clear,17.85,1020.71,3.88,0.03,1457157600,287.0,0.0,12.47,0.0
21.28,clear-night,0.62,10.0,Clear,16.99,1020.88,3.12,0.02,1457161200,265.0,0.0,10.46,0.0
19.53,clear-night,0.67,10.0,Clear,13.45,1020.66,4.17,0.01,1457164800,288.0,0.0,10.29,0.0
18.56,clear-night,0.66,10.0,Clear,11.84,1021.04,4.55,0.01,1457168400,278.0,0.0,9.26,0.0
17.39,clear-night,0.67,10.0,Clear,10.16,1021.69,4.8,0.01,1457172000,289.0,0.0,8.42,0.0
16.54,clear-night,0.66,10.0,Clear,7.51,1022.01,6.31,0.0,1457175600,287.0,0.0,7.1,0.0
17.27,clear-day,0.61,10.0,Clear,9.19,1022.75,5.52,0.0,1457179200,341.0,0.0,6.27,0.0
19.4,clear-day,0.55,10.0,Clear,11.6,1023.44,5.63,0.02,1457182800,336.0,0.0,6.1,0.0
22.3,clear-day,0.49,10.0,Clear,14.65,1023.46,6.03,0.02,1457186400,300.0,0.0,6.1,0.0
25.14,clear-day,0.41,10.0,Clear,16.4,1023.4,8.14,0.04,1457190000,6.0,0.0,5.02,0.0
27.72,clear-day,0.37,10.0,Clear,20.53,1022.99,6.76,0.01,1457193600,322.0,0.0,4.9,0.0
29.46,clear-day,0.33,10.0,Clear,22.77,1022.58,6.56,0.0,1457197200,341.0,0.0,3.98,0.0
32.29,clear-day,0.3,10.0,Clear,28.34,1021.51,4.07,0.07,1457200800,10.0,0.0,4.18,0.0
32.34,partly-cloudy-day,0.29,10.0,Partly Cloudy,26.59,1020.97,6.05,0.27,1457204400,294.0,0.0,3.96,0.0
32.37,clear-day,0.28,10.0,Clear,25.61,1021.0,7.5,0.1,1457208000,334.0,0.0,3.3,0.0
31.59,partly-cloudy-day,0.3,10.0,Partly Cloudy,25.44,1021.14,6.4,0.41,1457211600,321.0,0.0,3.93,0.0
30.87,partly-cloudy-day,0.31,10.0,Partly Cloudy,27.29,1021.26,3.56,0.31,1457215200,342.0,0.0,3.9,0.0
29.58,clear-night,0.34,10.0,Clear,24.76,1021.79,4.48,0.0,1457218800,300.0,0.0,4.58,0.0
28.92,partly-cloudy-night,0.36,10.0,Partly Cloudy,25.58,1022.37,3.18,0.43,1457222400,284.0,0.0,5.64,0.0
27.36,clear-night,0.45,10.0,Clear,27.36,1022.7,2.43,0.14,1457226000,258.0,0.0,8.64,0.0
26.44,clear-night,0.49,10.0,Clear,22.71,1022.82,3.21,0.2,1457229600,319.0,0.0,9.82,0.0
25.58,partly-cloudy-night,0.52,10.0,Partly Cloudy,25.58,1022.99,2.91,0.46,1457233200,300.0,0.0,10.59,0.0
24.42,partly-cloudy-night,0.64,10.0,Partly Cloudy,24.42,1023.04,1.58,0.31,1457236800,215.0,0.0,14.02,0.0
24.77,clear-night,0.62,10.0,Clear,24.77,1023.16,1.11,0.2,1457240400,230.0,0.0,13.45,0.0
24.47,partly-cloudy-night,0.59,10.0,Partly Cloudy,24.47,1023.6,2.39,0.52,1457244000,237.0,0.0,12.22,0.0
22.3,clear-night,0.68,9.66,Clear,22.3,1023.85,2.17,0.23,1457247600,155.0,0.0,13.48,0.0
